CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Approved
566,Amritsar,Female,45,2,0,2,1,3626.47,0
537,Mumbai,Female,25,10,124192.28,2,1,50881.51,0
706,Mumbai,Female,28,6,111288.18,1,1,149170.25,1
734,Amritsar,Male,43,4,107805.67,1,0,182505.68,0
586,Mumbai,Female,47,10,103700.69,1,1,194072.56,1
612,Amritsar,Female,29,6,0,2,1,9209.21,0
648,Amritsar,Male,36,7,0,1,1,167931.81,0
557,Amritsar,Female,44,2,87739.08,1,1,123096.56,0
643,Delhi,Female,36,9,133313.34,1,1,3965.69,0
433,Amritsar,Female,47,3,0,1,1,87711.61,0
643,Mumbai,Male,45,9,154902.66,1,1,49667.28,0
488,Amritsar,Female,33,5,0,2,1,136675.22,0
758,Mumbai,Male,40,1,112595.85,1,1,35865.44,1
743,Mumbai,Male,34,5,119695.75,1,0,26136.13,0
730,Amritsar,Female,50,8,0,1,1,33373.26,1
746,Delhi,Male,33,2,0,2,0,10096.25,0
666,Mumbai,Female,41,7,152614.51,2,1,188782.3,0
580,Mumbai,Female,35,2,131647.01,2,0,79775.19,0
850,Amritsar,Male,47,9,96654.72,2,0,152740.16,0
563,Amritsar,Male,57,7,137583.04,1,0,5791.85,0
766,Mumbai,Female,45,2,62717.84,2,1,13182.43,0
659,Amritsar,Male,30,3,95377.13,1,0,187551.24,0
607,Delhi,Male,57,8,135936.1,2,1,110560.14,0
644,Mumbai,Male,27,1,161591.11,3,1,63795.62,0
746,Amritsar,Male,48,7,142382.03,1,1,62086.62,0
588,Delhi,Male,24,4,0,2,1,12483.56,0
691,Delhi,Male,29,8,0,2,0,10963.04,0
666,Amritsar,Female,45,4,127043.09,1,1,8247,0
640,Delhi,Female,39,8,0,1,1,156260.08,0
611,Mumbai,Female,21,9,78885.88,2,1,26927.69,0
651,Delhi,Female,54,1,95922.9,1,1,84782.42,1
529,Amritsar,Female,29,2,0,2,1,19842.11,0
676,Amritsar,Female,58,3,91711.59,1,1,95393.43,0
639,Mumbai,Female,43,4,110031.09,2,1,133995.59,0
782,Amritsar,Male,48,6,81210.72,2,0,108003.38,0
641,Mumbai,Male,27,1,122947.92,1,1,99154.86,0
697,Amritsar,Female,49,1,182065.85,1,1,49503.5,0
623,Amritsar,Male,23,4,0,1,1,196533.72,1
494,Delhi,Female,39,6,69974.66,2,1,188426.13,1
731,Amritsar,Female,25,9,123711.73,2,1,171340.68,1
657,Amritsar,Male,36,7,76495.04,1,1,79071.89,0
744,Amritsar,Female,34,7,0,2,0,20940.76,0
774,Delhi,Male,32,8,0,2,1,34774.26,0
850,Mumbai,Female,52,10,121874.89,1,0,6865.41,1
551,Amritsar,Female,45,10,0,2,1,51143.43,0
638,Amritsar,Male,45,10,188455.19,1,0,47031.4,1
792,Amritsar,Female,42,7,99045.93,2,1,47160.01,0
666,Amritsar,Female,32,2,0,1,0,158666.99,0
716,Mumbai,Female,52,5,205770.78,2,0,65464.66,0
594,Amritsar,Female,26,10,79340.95,1,1,78255.86,0
600,Mumbai,Male,23,6,138456.03,2,1,103548.25,0
565,Amritsar,Male,53,9,0,2,1,89609.26,0
678,Mumbai,Male,44,5,101099.9,2,0,193476.04,0
648,Delhi,Female,36,4,0,2,1,5199.02,0
642,Amritsar,Male,44,10,109219.83,1,1,52827.51,0
706,Mumbai,Male,56,8,123276.69,2,1,86507.88,1
668,Delhi,Male,30,8,113034.31,1,1,100423.88,0
635,Delhi,Male,42,3,0,2,1,175611.5,0
603,Delhi,Male,54,9,129548.5,2,1,19282.85,0
635,Amritsar,Female,44,1,74812.84,1,0,27448.33,0
642,Amritsar,Female,33,1,0,2,1,183963.34,0
785,Delhi,Female,50,5,0,2,1,45113.92,1
628,Mumbai,Female,59,10,153538.13,2,1,110776.01,0
499,Amritsar,Female,43,5,0,2,0,183042.2,0
567,Delhi,Male,42,7,0,2,0,161571.79,0
449,Delhi,Male,48,9,155619.36,1,1,166692.03,0
701,Delhi,Male,45,3,159693.9,2,1,71173.64,0
613,Delhi,Male,31,9,171653.17,1,0,5353.12,0
683,Mumbai,Female,53,7,47685.47,2,1,86019.48,0
581,Amritsar,Male,46,6,0,2,0,86383.82,0
620,Amritsar,Male,59,4,0,1,0,31641.52,1
561,Delhi,Male,49,3,123692,1,1,70548.96,0
558,Mumbai,Male,29,1,148853.29,2,1,24411.02,0
642,Amritsar,Male,39,2,133161.95,1,0,122254.86,0
805,Mumbai,Male,51,10,143221.35,2,1,186035.72,0
687,Amritsar,Male,24,10,0,2,0,73133.82,0
695,Delhi,Male,23,3,0,3,1,187734.49,1
562,Amritsar,Male,40,1,0,2,1,111590.35,0
613,Mumbai,Male,29,3,126265.88,2,0,15859.95,0
589,Amritsar,Male,31,2,0,1,1,61324.87,0
593,Delhi,Male,34,9,112713.34,1,1,176868.89,0
714,Amritsar,Male,22,8,141173.03,1,0,98896.06,0
588,Delhi,Female,52,2,0,2,1,108739.15,0
679,Delhi,Male,28,3,0,2,1,12266.06,0
730,Delhi,Male,59,7,118866.36,1,1,163317.5,0
833,Amritsar,Male,37,10,0,2,1,182247.77,0
586,Delhi,Female,40,8,0,2,1,168261.4,0
567,Delhi,Female,53,6,92316.31,2,1,158590.66,1
637,Mumbai,Male,43,9,122185.53,1,1,102566.46,1
711,Amritsar,Male,27,10,123345.85,1,1,141827.83,0
828,Amritsar,Male,36,10,73070.18,2,0,161671.15,0
500,Delhi,Male,30,2,0,2,0,192013.23,0
807,Amritsar,Male,55,6,95120.59,1,0,127875.1,0
850,Amritsar,Male,29,2,102800.65,1,1,60811.56,0
782,Amritsar,Female,52,7,97072.42,1,0,131177.22,0
629,Delhi,Male,28,2,132876.55,1,1,130862.11,0
582,Delhi,Male,41,9,0,2,0,72970.93,0
468,Amritsar,Male,52,6,0,2,1,28123.99,0
670,Amritsar,Male,53,9,0,1,1,140754.19,1
805,Amritsar,Male,35,6,0,1,0,166650.32,0
720,Amritsar,Male,51,4,51962.91,2,1,45507.24,0
781,Delhi,Female,50,3,98759.89,1,0,112202.64,0
592,Mumbai,Male,55,9,156570.86,1,1,37140.2,0
542,Amritsar,Female,54,4,0,1,1,178256.58,1
532,Amritsar,Male,45,8,159024.71,1,1,100982.93,1
520,Amritsar,Female,33,2,73493.17,1,0,109626.13,1
759,Amritsar,Female,51,9,0,2,1,99251.24,0
473,Amritsar,Female,21,1,69617.36,1,1,143345.69,0
639,Delhi,Female,27,9,136526.26,2,1,59653.03,0
705,Amritsar,Male,37,1,113736.27,1,0,196864.61,0
530,Amritsar,Male,57,3,106723.28,1,0,109960.4,1
516,Mumbai,Female,50,5,138847.9,1,1,127256.7,0
850,Amritsar,Female,29,3,0,2,1,1099.95,0
746,Mumbai,Female,30,9,107868.14,2,1,146192.4,0
622,Mumbai,Male,56,9,96926.12,2,1,48553.77,0
743,Amritsar,Male,48,1,77599.23,1,0,144407.1,0
732,Mumbai,Male,45,3,178787.54,1,1,195760.53,0
850,Amritsar,Male,29,4,0,2,1,44827.47,0
850,Mumbai,Female,46,1,129668.43,2,1,88743.99,0
686,Amritsar,Male,36,7,146178.13,2,1,88837.11,0
556,Amritsar,Female,60,8,0,2,1,62112.7,0
673,Amritsar,Male,55,3,0,2,0,163563.07,0
809,Amritsar,Female,58,1,154763.21,2,1,174800.31,0
634,Mumbai,Female,32,2,116251.24,1,0,42429.88,1
630,Amritsar,Male,25,5,0,2,1,82647.65,0
564,Mumbai,Female,43,8,100954.88,2,0,134175.15,0
625,Amritsar,Female,55,2,124620.01,2,1,92243.94,1
677,Delhi,Female,39,9,0,2,1,6175.53,0
583,Amritsar,Male,39,6,112701.04,1,0,29213.63,0
592,Delhi,Male,43,1,84692.5,1,0,67214.02,0
637,Mumbai,Male,60,9,108204.52,1,1,169037.84,1
850,Amritsar,Male,39,9,86449.39,1,1,188809.23,0
633,Delhi,Male,56,3,0,1,0,79408.17,0
751,Mumbai,Male,42,6,73194.99,1,1,89222.66,0
592,Mumbai,Male,53,2,124593.23,1,1,86079.67,0
716,Mumbai,Male,41,8,119655.77,1,1,12944.17,1
641,Mumbai,Male,44,5,121765.37,2,1,166516.84,0
849,Amritsar,Male,32,4,110837.73,1,0,126419.8,0
647,Delhi,Male,27,8,99835.17,1,0,89103.05,0
608,Mumbai,Female,55,10,91057.37,2,1,132973.17,0
555,Amritsar,Female,49,2,0,2,1,93122.41,0
497,Delhi,Male,37,1,149400.27,1,0,167522.19,0
599,Mumbai,Male,23,6,89111.63,1,0,157239.6,0
545,Mumbai,Male,35,1,132527.9,2,0,107429.71,0
774,Amritsar,Female,36,4,114997.42,1,1,75304.09,0
464,Amritsar,Male,33,9,161798.53,1,1,182944.47,0
696,Mumbai,Female,35,6,96129.32,2,1,5983.7,0
667,Delhi,Male,32,4,0,2,0,163655.01,0
812,Amritsar,Male,55,1,133050.97,2,1,89385.92,0
516,Amritsar,Male,34,10,120124.35,2,0,168773.54,0
645,Amritsar,Male,47,9,0,2,0,96864.36,0
664,Delhi,Male,56,7,133705.74,1,0,134455.84,0
427,Delhi,Female,21,10,0,2,1,28368.37,0
685,Amritsar,Female,49,7,0,2,1,103898.59,0
585,Amritsar,Female,58,1,152805.05,1,1,63239.65,0
519,Mumbai,Female,59,6,151701.45,3,1,170138.68,1
708,Amritsar,Female,38,7,0,2,0,3837.08,0
717,Amritsar,Female,34,3,112465.06,1,1,92977.75,0
465,Mumbai,Male,46,9,156007.09,1,1,191368.37,0
829,Mumbai,Male,28,6,132405.52,3,1,104889.2,1
826,Amritsar,Male,32,10,142662.68,1,0,60285.3,0
747,Mumbai,Male,34,1,102603.3,2,1,180693.61,0
707,Delhi,Male,38,8,0,2,1,126475.79,0
590,Delhi,Male,27,6,0,2,0,133535.99,0
603,Delhi,Male,26,7,105000.85,2,1,87412.24,1
615,Amritsar,Male,36,9,0,2,1,164886.64,0
634,Amritsar,Female,53,3,69518.95,1,1,116238.39,0
716,Mumbai,Male,60,1,126145.54,2,1,138051.19,0
647,Amritsar,Male,20,5,138937.35,1,1,101617.64,1
591,Mumbai,Female,20,5,113581.98,1,1,1985.41,0
574,Amritsar,Male,35,8,112572.39,1,0,165626.6,0
467,Mumbai,Male,26,4,114514.71,2,1,177784.68,1
701,Amritsar,Female,53,8,0,2,1,65765.22,0
747,Amritsar,Female,31,10,0,2,1,50759.8,0
650,Amritsar,Male,40,7,84906.45,1,1,163216.48,0
731,Delhi,Female,49,6,126816.18,1,1,74850.93,0
638,Mumbai,Female,32,1,105249.76,2,1,23491.09,0
569,Delhi,Male,50,4,0,2,1,134272.57,0
459,Mumbai,Male,39,10,109387.9,1,1,155721.15,0
632,Mumbai,Male,38,10,122478.51,1,1,147230.77,1
683,Amritsar,Female,60,7,137732.23,2,1,133210.44,0
850,Amritsar,Female,23,8,157866.77,1,1,18986.12,0
512,Amritsar,Female,34,2,0,1,1,100507.81,0
616,Amritsar,Female,31,10,136789.14,1,1,59346.4,1
664,Amritsar,Male,43,5,0,2,1,95372.64,0
694,Amritsar,Male,40,8,144684.03,1,1,31805.49,0
655,Amritsar,Male,46,3,107065.31,1,1,51959.82,0
607,Amritsar,Female,37,10,91301.72,1,0,130824.57,0
684,Delhi,Male,33,3,207034.96,2,0,157694.76,1
763,Delhi,Male,25,8,0,2,1,933.38,0
671,Delhi,Male,41,2,0,1,0,2560.11,0
592,Delhi,Male,43,4,0,1,1,12905.89,1
666,Delhi,Female,22,1,0,2,1,176692.87,0
667,Amritsar,Male,43,9,0,2,1,102908.63,0
850,Delhi,Male,37,7,0,2,0,41291.05,0
622,Delhi,Male,35,9,0,2,1,119127.06,0
577,Amritsar,Female,35,1,92472.1,2,0,126434.61,0
555,Delhi,Male,40,2,0,2,0,103901.35,0
547,Amritsar,Male,24,4,127738.75,2,1,85153,0
613,Mumbai,Female,26,10,101242.98,2,1,12493.61,0
672,Amritsar,Female,37,10,92599.55,2,1,167336.78,0
624,Delhi,Female,31,9,0,2,0,186180.42,0
698,Delhi,Female,35,7,0,4,1,88566.9,1
606,Amritsar,Male,48,6,82373.94,1,0,172526.9,1
720,Delhi,Male,33,4,141356.47,1,0,137985.69,0
835,Amritsar,Male,28,4,0,1,1,19793.73,1
771,Delhi,Female,22,5,72664,2,1,107874.39,0
811,Amritsar,Female,32,4,123365.34,2,0,171995.34,0
734,Mumbai,Male,57,6,121898.58,1,1,61829.89,0
548,Delhi,Male,47,5,0,1,1,31728.35,0
652,Amritsar,Female,59,5,103696.97,3,0,155221.05,1
707,Amritsar,Male,27,6,0,2,0,130866.95,0
605,Mumbai,Female,36,10,74129.18,2,1,62199.78,1
623,Amritsar,Female,24,9,0,1,1,24255.21,0
686,Mumbai,Male,59,6,185379.02,1,1,64679.07,0
525,Mumbai,Female,32,5,118087.68,1,1,88120.78,1
657,Delhi,Male,53,10,109402.13,1,1,66463.62,0
730,Mumbai,Female,44,5,130367.87,1,1,15142.1,1
816,Mumbai,Female,56,1,108410.87,2,1,102908.91,0
484,Amritsar,Female,55,10,90408.16,2,0,48170.57,0
728,Amritsar,Female,25,9,90425.15,2,1,11597.69,0
730,Delhi,Female,35,6,140094.59,1,1,172450.04,1
477,Delhi,Male,32,4,0,2,0,184061.17,0
663,Mumbai,Female,23,9,95439.4,1,1,21038.58,1
549,Mumbai,Male,53,3,204017.4,2,1,109538.35,0
714,Delhi,Male,44,6,0,2,1,129192.55,0
430,Mumbai,Male,23,4,137115.16,1,1,146516.86,1
504,Mumbai,Male,28,8,134740.19,2,1,181430.91,0
530,Amritsar,Female,58,8,0,2,0,121451.21,0
619,Mumbai,Male,41,6,98955.87,1,0,131712.51,0
617,Mumbai,Male,42,5,49157.09,2,1,53294.17,0
791,Mumbai,Male,50,1,130240.33,1,0,96546.55,0
609,Amritsar,Male,23,9,108019.27,3,1,184524.65,1
780,Mumbai,Male,29,5,126725.25,1,1,195259.31,1
777,Mumbai,Female,24,8,96693.66,1,1,172618.52,0
817,Mumbai,Female,24,3,129810.6,1,1,59259.44,0
850,Amritsar,Male,55,1,156652.13,1,0,25899.21,1
732,Amritsar,Female,38,7,0,1,0,3749,1
693,Amritsar,Male,29,9,130661.96,1,1,101918.96,0
576,Amritsar,Female,48,4,0,2,1,57802.62,0
643,Amritsar,Male,23,7,0,2,0,142454.77,0
757,Amritsar,Male,35,7,130747.1,1,1,143829.54,0
569,Mumbai,Male,20,2,106629.49,1,0,44114.88,0
772,Delhi,Male,21,8,112029.83,1,1,186948.35,0
576,Mumbai,Male,58,6,130575.26,1,0,173629.78,0
608,Mumbai,Male,22,9,96679.71,1,1,49133.45,0
794,Amritsar,Male,47,4,0,2,0,178122.71,0
593,Amritsar,Male,37,7,171740.69,1,0,20893.61,0
597,Delhi,Male,52,4,0,2,1,41303.29,0
541,Mumbai,Female,53,5,100116.67,1,1,199808.1,1
692,Mumbai,Male,55,5,120596.93,1,0,180490.53,0
697,Amritsar,Female,44,1,0,2,1,87400.53,0
768,Amritsar,Male,26,4,95984.69,2,1,73686.75,0
802,Amritsar,Male,45,5,142557.11,1,1,172497.73,0
584,Amritsar,Male,43,5,0,2,1,89286.29,0
614,Delhi,Male,55,9,0,2,0,180082.7,0
850,Mumbai,Female,53,8,143644.16,1,1,22102.25,1
671,Amritsar,Female,49,5,132129.72,1,0,76068.95,0
626,Amritsar,Female,41,8,0,2,1,32159.46,1
770,Amritsar,Female,58,9,183555.24,1,0,159557.28,1
633,Amritsar,Male,55,9,91902.56,2,1,107673.35,0
663,Amritsar,Male,24,5,156218.19,1,0,33607.72,0
581,Mumbai,Female,52,1,93259.57,3,1,141035.65,1
561,Mumbai,Female,23,9,168085.38,2,0,115719.08,0
479,Mumbai,Male,57,6,107714.74,3,1,86128.21,1
769,Amritsar,Female,53,1,117852.26,2,1,147668.64,0
659,Delhi,Male,20,2,0,1,1,177480.45,1
590,Delhi,Female,55,9,84474.62,2,1,190937.09,0
560,Amritsar,Male,48,6,0,2,1,84531.79,0
437,Mumbai,Male,55,8,126803.34,2,1,161133.4,0
661,Amritsar,Female,42,10,0,2,1,185555.63,0
677,Mumbai,Female,44,5,68806.84,1,1,33075.24,0
560,Amritsar,Female,49,8,115141.18,1,1,39806.75,0
578,Amritsar,Female,28,8,0,2,0,26389.92,0
421,Delhi,Male,46,8,90723.36,1,1,12162.76,0
492,Mumbai,Female,42,7,151249.45,2,1,167237.94,0
545,Amritsar,Female,22,6,0,2,1,52067.37,0
640,Mumbai,Female,22,5,94752.49,1,1,184006.36,1
624,Delhi,Female,21,6,0,1,1,582.59,1
577,Delhi,Male,39,7,0,1,1,143274.41,0
704,Amritsar,Male,57,7,132084.66,3,1,54474.48,1
523,Amritsar,Male,42,7,0,2,1,121428.2,0
793,Amritsar,Male,26,5,0,2,1,79704.12,0
564,Amritsar,Female,51,8,45472.28,1,1,41055.71,1
711,Amritsar,Male,30,9,0,1,0,41590.4,0
791,Mumbai,Female,21,1,130229.71,2,0,54019.93,1
629,Mumbai,Female,54,4,123948.85,1,1,76053.07,0
729,Mumbai,Male,55,1,127415.85,1,1,184977.2,1
651,Mumbai,Male,42,3,110067.71,1,1,127678.95,1
695,Delhi,Male,33,4,65521.2,1,1,1243.97,0
847,Delhi,Male,52,1,0,2,1,76326.67,0
704,Amritsar,Male,21,6,0,2,1,145338.61,0
613,Mumbai,Male,31,1,155736.42,2,1,57751.21,0
692,Delhi,Female,28,7,0,2,0,138880.24,0
720,Amritsar,Female,49,9,118307.57,2,1,136120.29,0
577,Amritsar,Male,58,10,0,1,1,167621.18,0
710,Mumbai,Female,31,9,103099.17,2,1,173276.62,0
716,Amritsar,Female,34,7,0,2,1,99661.46,0
410,Amritsar,Male,29,7,125789.69,1,0,66333.56,1
584,Mumbai,Female,43,7,109646.83,1,1,70240.79,0
792,Amritsar,Male,43,10,127187.86,1,1,113553.42,0
605,Amritsar,Female,25,5,0,1,0,690.84,0
486,Delhi,Male,20,3,0,1,1,98802.76,0
615,Amritsar,Male,51,9,130385.82,1,0,130661.95,0
676,Amritsar,Male,45,4,107787.47,1,0,116378.82,0
571,Amritsar,Male,28,10,99325.04,2,0,186052.15,0
850,Amritsar,Female,46,1,0,1,0,100101.06,0
717,Amritsar,Male,22,9,123764.95,1,1,169952.82,0
642,Mumbai,Female,36,4,128264.03,1,1,61792.76,1
780,Delhi,Male,54,6,86006.21,1,1,37973.13,0
492,Mumbai,Female,49,2,57068.43,2,1,188974.81,0
760,Mumbai,Male,58,10,103607.24,2,0,86334.64,0
500,Delhi,Male,28,2,99004.24,1,1,152845.99,0
654,Delhi,Female,54,5,0,2,1,146652.11,0
606,Delhi,Female,50,5,147386.72,3,1,45482.04,1
367,Delhi,Male,21,2,93608.28,1,1,168816.73,1
799,Delhi,Male,60,5,0,2,1,59297.34,0
434,Mumbai,Male,37,1,119496.87,1,1,125848.88,0
719,Delhi,Female,55,4,0,1,0,76264.27,0
641,Amritsar,Female,25,5,0,2,1,3939.87,0
461,Delhi,Female,39,1,0,2,1,15306.29,0
790,Mumbai,Female,58,1,152885.77,1,1,58214.79,0
588,Amritsar,Male,20,7,99607.37,2,0,35877.03,0
621,Amritsar,Male,42,9,137003.68,1,1,21254.06,0
768,Mumbai,Male,26,2,122831.58,1,1,24533.89,1
681,Delhi,Male,23,10,99811.44,2,1,23531.5,0
606,Delhi,Male,56,10,154712.58,2,1,89099.18,0
542,Delhi,Male,36,5,0,1,1,807.06,0
713,Mumbai,Female,45,7,147687.24,1,1,121592.5,0
597,Delhi,Female,39,4,0,2,1,4700.66,0
635,Amritsar,Male,52,6,127009.83,1,1,161909.95,0
599,Mumbai,Male,45,4,124737.96,1,0,90389.61,1
496,Delhi,Female,54,2,179356.28,2,1,2919.21,1
759,Delhi,Male,57,4,0,2,1,99086.74,0
757,Mumbai,Male,50,9,127320.36,3,1,163170.32,0
564,Delhi,Male,53,5,125175.58,1,1,72757.33,0
561,Amritsar,Female,29,2,186788.96,2,1,73286.8,0
702,Amritsar,Male,41,9,148556.74,1,0,146056.29,0
678,Mumbai,Female,34,6,128644.46,1,0,167673.37,0
707,Amritsar,Female,24,4,127476.73,2,1,146011.55,0
610,Amritsar,Female,39,10,159561.93,1,0,103381.47,0
744,Amritsar,Male,25,4,112419.92,1,1,83022.92,0
598,Amritsar,Male,20,6,129991.76,2,0,46041.08,0
562,Delhi,Male,41,8,0,1,0,182843.24,0
621,Delhi,Female,30,10,0,2,1,171364.18,0
659,Amritsar,Female,44,10,0,1,1,183399.12,1
722,Mumbai,Female,57,5,89175.06,2,0,152883.95,0
606,Amritsar,Female,45,6,0,2,1,50560.45,1
603,Delhi,Female,32,8,162390.52,2,1,54702.66,0
506,Mumbai,Female,34,4,190353.08,1,1,78365.75,0
715,Amritsar,Male,51,7,0,2,1,68666.63,0
690,Amritsar,Male,28,6,0,2,1,151375.73,0
644,Amritsar,Female,21,9,139180.97,1,1,19959.67,0
589,Amritsar,Male,58,3,114435.47,1,1,26955.72,0
592,Amritsar,Female,48,7,149950.19,1,1,76267.59,0
632,Amritsar,Male,29,3,126115.6,1,1,100998.5,0
577,Mumbai,Female,59,5,111396.97,1,0,191070.01,0
588,Amritsar,Male,44,6,115007.08,1,0,176858.5,0
617,Amritsar,Male,39,4,102141.9,1,1,45325.26,0
668,Delhi,Female,54,1,133686.52,1,1,190958.48,1
810,Amritsar,Male,34,3,120879.73,2,0,78896.59,0
767,Delhi,Male,54,1,0,1,1,121964.46,1
718,Delhi,Female,49,8,82321.88,1,0,11144.4,0
589,Delhi,Female,36,4,0,2,1,144181.48,0
778,Delhi,Male,27,9,116474.28,2,1,32757.55,0
724,Amritsar,Female,25,5,132352.69,1,1,80320.3,0
477,Mumbai,Female,44,8,182491.57,1,1,185830.72,0
580,Amritsar,Male,33,8,0,2,1,160095.31,0
566,Delhi,Male,60,8,120787.18,2,1,52198.84,0
711,Amritsar,Female,20,9,130181.47,2,1,31811.44,0
706,Mumbai,Male,34,2,88348.43,2,1,104181.78,0
703,Delhi,Male,51,10,0,2,1,67667.19,0
679,Mumbai,Male,57,7,146186.28,2,1,193974.47,0
603,Amritsar,Male,39,7,0,1,1,198055.94,1
598,Delhi,Male,40,3,104488.17,1,0,43249.67,0
836,Mumbai,Female,51,9,109196.67,2,1,55218.02,0
687,Amritsar,Female,53,8,80538.56,1,1,131305.37,1
704,Mumbai,Male,40,6,109026.8,2,1,43117.1,0
605,Mumbai,Male,57,3,61319.63,1,0,186655.11,0
516,Amritsar,Female,47,6,0,2,0,33266.29,0
572,Amritsar,Female,31,2,0,2,1,555.28,0
557,Amritsar,Male,58,10,177822.03,1,1,150944.31,1
443,Mumbai,Male,46,5,110939.3,1,1,72846.58,1
604,Mumbai,Male,58,6,165413.43,1,1,35279.74,0
483,Amritsar,Male,60,2,77805.66,1,1,2101.89,0
702,Amritsar,Male,51,4,0,2,0,94949.84,0
670,Delhi,Female,30,4,175575.95,2,1,99061.75,1
804,Delhi,Female,21,1,124197.22,1,1,74692.06,0
850,Amritsar,Female,52,1,0,2,1,116692.8,0
554,Amritsar,Female,24,3,160132.75,1,1,32824.15,0
588,Mumbai,Female,52,4,70258.88,2,1,139607.61,0
758,Mumbai,Male,27,1,162657.64,2,1,115525.13,0
787,Mumbai,Male,20,6,132217.45,1,1,20955.03,1
582,Delhi,Male,22,4,148042.97,2,1,52341.15,0
633,Delhi,Female,57,10,92855.02,1,1,159813.18,0
766,Mumbai,Male,36,6,129289.98,1,1,169935.46,1
564,Delhi,Male,56,9,100252.18,1,1,146033.52,0
602,Delhi,Male,50,8,107592.89,2,0,153122.73,0
649,Amritsar,Male,23,8,113096.41,1,1,60335.24,0
679,Delhi,Female,45,2,0,2,1,163757.29,0
639,Delhi,Male,22,8,149940.04,2,0,156648.81,0
790,Mumbai,Male,47,2,121438.58,1,1,176471.78,1
565,Amritsar,Male,22,1,0,2,1,5388.3,0
478,Amritsar,Female,56,8,0,1,0,93332.64,1
825,Amritsar,Male,48,9,148874.01,2,0,71192.82,0
528,Delhi,Female,35,5,68138.37,1,1,170309.19,0
577,Delhi,Male,28,3,110080.3,1,1,109794.31,0
663,Amritsar,Male,39,1,0,2,1,166310.82,0
505,Mumbai,Female,58,6,114268.85,2,1,126728.27,0
633,Mumbai,Male,56,5,117412.35,1,0,30338.94,0
586,Amritsar,Female,49,7,0,2,1,37935.83,0
850,Amritsar,Female,36,10,0,2,0,25329.48,0
629,Mumbai,Female,60,3,35549.81,2,0,49676.33,0
744,Amritsar,Male,53,4,0,2,1,169498.61,0
750,Amritsar,Male,42,3,136492.92,3,1,26500.29,1
637,Mumbai,Male,43,4,123675.69,1,1,166458.41,0
575,Amritsar,Female,47,7,139532.34,1,1,181294.39,0
671,Delhi,Male,21,1,178713.98,1,1,21768.21,0
571,Amritsar,Male,31,2,0,2,0,72849.29,0
590,Amritsar,Male,41,2,89086.31,1,1,24499.97,0
619,Delhi,Male,51,7,96143.47,1,0,98994.92,0
640,Mumbai,Female,32,3,32197.64,1,0,141446.01,0
670,Amritsar,Male,59,2,0,2,1,77864.41,0
737,Amritsar,Female,52,10,0,2,1,115115.32,0
555,Delhi,Male,44,7,0,2,0,168605.96,0
742,Amritsar,Male,51,1,0,2,0,38550.4,0
618,Mumbai,Female,55,8,140306.38,1,1,160618.61,1
560,Amritsar,Female,28,6,0,2,1,3701.63,0
654,Amritsar,Male,48,2,0,2,1,88659.44,0
787,Mumbai,Female,49,7,74483.97,2,0,44273.91,0
611,Amritsar,Female,60,1,0,2,0,156495.39,1
559,Delhi,Male,53,8,0,1,1,182988.94,0
481,Amritsar,Male,25,9,152303.66,2,1,175082.2,0
753,Mumbai,Male,53,10,159904.79,1,1,148811.14,0
675,Amritsar,Male,47,7,0,3,1,85901.09,0
748,Mumbai,Female,28,8,99557.94,1,1,199255.32,0
610,Delhi,Female,56,1,116886.59,1,0,107973.44,0
580,Delhi,Male,22,4,142188.2,2,0,128028.6,0
624,Mumbai,Female,28,8,149961.99,2,1,104610.86,0
709,Amritsar,Female,42,7,0,2,1,69676.55,0
605,Amritsar,Female,27,6,0,1,0,35982.42,0
706,Delhi,Male,26,5,0,2,0,117939.17,0
567,Delhi,Male,28,8,28649.64,1,1,95140.62,0
747,Amritsar,Female,55,8,81025.6,2,1,167682.57,0
664,Amritsar,Male,36,7,0,2,1,56562.57,0
711,Amritsar,Female,20,8,152462.79,1,1,90305.97,0
609,Amritsar,Male,43,1,0,1,0,109895.16,0
632,Delhi,Male,53,7,155519.59,1,1,1843.24,0
725,Amritsar,Female,26,9,118851.05,1,1,102747.02,0
850,Amritsar,Female,60,8,92899.27,2,1,97465.89,0
682,Amritsar,Male,49,8,0,1,0,105352.55,0
797,Amritsar,Male,20,5,75263.7,1,1,85801.77,0
668,Delhi,Male,43,6,147904.31,1,1,69370.05,0
783,Mumbai,Female,45,7,106640.5,1,1,176945.96,0
766,Mumbai,Female,47,6,90696.78,1,0,21597.2,0
704,Delhi,Female,51,7,175509.8,2,1,152039.67,0
722,Amritsar,Male,38,6,0,2,1,111893.09,0
692,Amritsar,Female,40,10,0,2,1,195074.62,0
584,Amritsar,Female,35,10,114321.28,2,0,15959.01,0
644,Mumbai,Female,32,10,95560.04,1,0,72628.84,1
598,Mumbai,Female,51,10,88379.81,3,0,64157.24,1
733,Mumbai,Male,33,2,85915.52,1,1,23860.5,0
615,Mumbai,Male,35,6,72309.3,1,1,85687.09,1
850,Amritsar,Female,54,6,0,2,1,179451.42,0
521,Amritsar,Male,52,10,0,1,1,93180.09,0
675,Amritsar,Male,22,3,0,2,1,157097.09,0
746,Amritsar,Male,59,6,0,3,1,80344.96,1
770,Amritsar,Female,34,3,0,1,1,26080.54,1
618,Amritsar,Male,58,4,133844.22,1,1,31406.93,0
